work_id,Hon'ble Members of Parliament,State,action_type,assigned_to,priority_score,data_confidence,fraud_reason,queue_type
WS/MP18225/2025-2026/150831,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150470,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150462,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150461,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150454,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150450,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150455,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150456,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150472,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150473,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150463,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150820,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150511,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150819,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150559,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150553,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150532,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150533,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150530,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150821,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150563,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150817,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150537,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150560,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150495,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150517,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150514,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150549,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150523,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150524,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150526,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150522,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150534,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150531,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150529,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/151084,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150466,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150480,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150437,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150435,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150443,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150481,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/151086,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150451,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP18225/2025-2026/150449,PUSHPENDRA SAROJ,Uttar Pradesh,Investigate,Auditor,96.3,67,100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Vendor unusually concentrated — 153 works nationwide (needs manual favoritism/collusion review),reactive
WS/MP761/2024-2025/146638,Arvind Dharmapuri,Telangana,Inspect,District Authority,95.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/146425,Arvind Dharmapuri,Telangana,Inspect,District Authority,95.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/146749,Arvind Dharmapuri,Telangana,Inspect,District Authority,95.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/146747,Arvind Dharmapuri,Telangana,Inspect,District Authority,95.3,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18308/2025-2026/145425,RAVINDRA DATTARAM WAIKAR,Maharashtra,Investigate,Auditor,95.2,67,"100% of funds spent but work not completed (same pattern as a confirmed CAG-audited case); Cost is unusually higher than comparable works (category-only baseline, z=3.7)",reactive
